ResponseId,nps,company,Year,month,TENURE,GENERATION,ROLE,LOCATION,COMPANY,GENDER,Change
R_rlkoz6opWjwRqgx,8,Ergon,2019,September,1-4 years,Baby Boomer (born between 1946 - 1965),Operations,NA,NA,NA,"Make sure the company vision, goals, performance data, etc. is pushed down to every level in order to accentuate people taking a personal interest in helping maintain and improve performance."
R_3hcLfiV5GSRv8u1,3,Ergon,2019,September,8-12 years,Generation X  (born between 1966 - 1980),NA,NA,NA,NA,Allow employees without a chemical engineering degree to advance to higher positions in the company.
R_2XjSaeGaLVRVOjV,9,Ergon,2019,September,4-8 years,Baby Boomer (born between 1946 - 1965),Admin + Corporate Support,NA,NA,NA,No change. Ergon has a great vision and always looking for ways to improve and grow. By doing this it will continue to have a positive impact.
R_3gZ9PBYvT5rjcLT,7,Ergon,2019,September,8-12 years,Generation Y (born between 1981 - 2000),Operations,NA,NA,NA,"Meaningful performance evaluations, which hold accountable those who are below expectations and reward those who consistently excel.  Beyond accountability and praise evaluations should be honest, despite the fact that honesty can be uncomfortable.  It is the responsibility of management to tell their employees what is expected and during evaluations rate the employee’s measure towards that goal.  That is not what happens, most supervisors just give everyone the scores regardless of ability because raises are across the board so it really doesn’t matter.  That false sense of fairness given by across the board pay increases is a recipe for failure. There are very few people like myself in the world,  I will always do a job to a degree greater than what is expected.  Most people even those with great work ethic will begin to waver and slack as their sprit is broken by the knowledge they get paid the same or less than lesser employees."
R_27qwaennuY1UvYg,10,Ergon,2019,September,12+ years,Generation X  (born between 1966 - 1980),Finance + Accounting,NA,NA,NA,Keeping the nonleaders involved in what is going on in the company.  Have regular informative meeting with nonleaders.
R_3pmqh0Fsto02uT3,8,Ergon,2019,September,8-12 years,Generation X  (born between 1966 - 1980),Finance + Accounting,NA,NA,NA,promptly hiring replacements when positions become available
R_1Nk3xaqH0VkVMDs,5,Ergon,2019,September,12+ years,Baby Boomer (born between 1946 - 1965),Operations,NA,NA,NA,More value for older employees
R_3eep53JHZlWdyNd,9,Ergon,2019,September,12+ years,Baby Boomer (born between 1946 - 1965),Operations,NA,NA,NA,"Managers being managers, not slogans or signs, e-mails , or other fads! Expectations, performance, effort, accountability, knowledge, this is what gets things done."
R_28ApqujwHHkmMxC,7,Ergon,2019,September,8-12 years,Generation X  (born between 1966 - 1980),Operations,NA,NA,NA,better communication from all departments
R_3KBF6zS1TNEzNaZ,8,Ergon,2019,September,12+ years,Generation X  (born between 1966 - 1980),NA,NA,NA,NA,Focus on sustainability/ succession planning.
R_2WIiyBns67AR8Sd,10,Ergon,2019,September,4-8 years,Generation Y (born between 1981 - 2000),Operations,NA,NA,NA,good emplyees
R_2EjlzLWco01vcB1,10,Ergon,2019,September,1-4 years,Generation X  (born between 1966 - 1980),Sales + Marketing,NA,NA,NA,"Core values have now been laid out for us and our customers (love them), if we have core goals laid out it would give us all a target - as a company we are either selling a product/service or helping those who do (Target zero is a good example, but my focus is sales, revenues, and market space security)"
R_28VcHNAoayW9SqV,9,Ergon,2019,September,1-4 years,Generation Y (born between 1981 - 2000),NA,NA,NA,NA,"Some folks forget what it's like to have a bad job, or have never had one. It would be nice to have some employees who have came from a bad organization, take a leadership role and talk to other employees who may not have the same thoughts. Culture change needs to happen from within."
R_33pgptMMChrDJ91,10,Ergon,2019,September,8-12 years,Generation X  (born between 1966 - 1980),Finance + Accounting,NA,NA,NA,"Setting and communicating the direction the company wants to go.  Vision, goals and objectives of Ergon from a strategic, tactical, operational or financial perspective, are difficult to discern, although efforts to set those do appear to be happening. Formalizing and communicating that message to employees may be something to consider so that everyone is working towards the same points.  Much easier said than done!
Having employees with long careers says a lot about Ergon and should be a priority to continue.  The value of relationships in business cannot be appreciated too much and a lot of people act as the face of Ergon each day, overall earning Ergon credibility and trust from within the customer base.  Some employees want to be challenged and given more responsibilities while others may not.  Finding those who do and investing in their development and growth is important to keeping them happy, while others may be content with little or no change and still serve an important role.  
I appreciate the company's interest in employees' thoughts from this survey. My answers and thoughts are provided with honesty, as requested, and intended with the highest of respect for the readers (leadership) efforts to improve what is already a great place to work."
R_2Eh56qTZT4quQke,10,Ergon,2019,September,4-8 years,Generation Y (born between 1981 - 2000),Finance + Accounting,NA,NA,NA,?
R_STPhKUhzVLb5mvv,8,Ergon,2019,September,12+ years,Generation X  (born between 1966 - 1980),NA,NA,NA,NA,Communication of the strategic plan.
R_2XjuOabT2FaVPZT,10,Ergon,2019,September,8-12 years,Baby Boomer (born between 1946 - 1965),Admin + Corporate Support,NA,NA,NA,Continue to advance with technology while maintaining the Ergon culture.
R_1KfJtdI1QraseBV,10,Ergon,2019,September,12+ years,Generation X  (born between 1966 - 1980),Operations,NA,NA,NA,Placing Safety over production and emphasizing to slow down and get it right the first time. This has already been started and it seems to show with the current safety record at the Vicksburg Refinery.
R_2ANk9GomM5sMjnR,10,Ergon,2019,September,8-12 years,Generation X  (born between 1966 - 1980),Operations,NA,NA,NA,x
R_1joIemGxVLhnofm,8,Ergon,2019,September,1-4 years,Generation X  (born between 1966 - 1980),Operations,NA,NA,NA,.
R_ZxkdY4mOxChYvxT,6,Ergon,2019,September,12+ years,Generation X  (born between 1966 - 1980),Operations,NA,NA,NA,Consistency
R_2cnn74N0C4SJT2N,8,Ergon,2019,September,Less than a year,Generation Y (born between 1981 - 2000),Operations,NA,NA,NA,"A single change i would make in this organization would be a better training curriculum, maybe hiring or designating certain people to certain areas to train new or upgraded employees. And that being said that would be there only job is to train and i think that would be a great and positive move forward for this company."
R_9SrldRkc4zDVjfH,10,Ergon,2019,September,1-4 years,Generation X  (born between 1966 - 1980),Information Technology,NA,NA,NA,"Corporate IT would have a better understanding of the amount of change that there are forcing out. It takes a lot of work to implement and sometimes is not practical. I am not against change, but the large amount of it in a short period of time."
R_1It0vYW81Bdz0bs,7,Ergon,2019,September,8-12 years,Generation X  (born between 1966 - 1980),Information Technology,NA,NA,NA,see our group work as a team and the supervisor to actually know what is going on and not hide behind a closed door.
R_3VFnQ1qliD1z693,6,Ergon,2019,September,1-4 years,Generation X  (born between 1966 - 1980),NA,NA,NA,NA,clear strategy that everyone knows
R_3GkN6ofaaW6ZOsN,10,Ergon,2019,September,12+ years,Greatest Generation (born between 1925 - 1945),Admin + Corporate Support,NA,NA,NA,"Understanding each location is different and not forcing that location to be modeled after a certain location... i.e.  ""Well, this other location does things a certain way, so therefore our location should do the same.""
"
R_DpCQl2sxMYXC5nX,10,Ergon,2019,September,4-8 years,Generation X  (born between 1966 - 1980),Operations,NA,NA,NA,Ensure that women are recognized equally in the work place for the value they create.
R_cGca3XEvtij54UV,10,Ergon,2019,September,1-4 years,Generation X  (born between 1966 - 1980),Operations,NA,NA,NA,Better health insurance.
R_1ik7zdcJxTFZ0GU,7,Ergon,2019,September,12+ years,Baby Boomer (born between 1946 - 1965),NA,NA,NA,NA,Communication on the direction of the company both short term and long term.
R_1PSPfSDPPTbtYCc,5,Ergon,2019,September,12+ years,Baby Boomer (born between 1946 - 1965),Finance + Accounting,NA,NA,NA,sick leave for on the clock employees and employee appreciation days off or a bonus even for clock people
R_1rPPzj4t9FbniMi,9,Ergon,2019,September,12+ years,Generation X  (born between 1966 - 1980),Operations,NA,NA,NA,na
R_1dcahL5wp4rlTyJ,9,Ergon,2019,September,4-8 years,Generation X  (born between 1966 - 1980),Finance + Accounting,NA,NA,NA,Communication
R_2P6FClnvEwGspVU,5,Ergon,2019,September,1-4 years,Generation Y (born between 1981 - 2000),Information Technology,NA,NA,NA,Project Fusion
R_uze4u7JbkCC70Pv,10,Ergon,2019,September,4-8 years,Generation X  (born between 1966 - 1980),NA,NA,NA,NA,Employee development include clear expectations of individual departments down to the individual and how it impacts the companies goals as well as other departments.  Departments are focus on what they are suppose to do not how what they do impacts other areas of the company.
R_1QGeXCVMWnPMhod,8,Ergon,2019,September,8-12 years,Generation X  (born between 1966 - 1980),Operations,NA,NA,NA,increased salary
R_bCsSmj4Jm4IXY8p,10,Ergon,2019,September,12+ years,Baby Boomer (born between 1946 - 1965),NA,NA,NA,NA,More positive reinforcement to all employees when goals are met or they do a good job.
R_3KI3kgWQYQ184Sd,9,Ergon,2019,September,12+ years,Generation X  (born between 1966 - 1980),Operations,NA,NA,NA,"Additional vacation time, a vested employee will have a more positive attitude knowing his years of service with the company is rewarded with additional vacation time.  Not capped off at 4 weeks."
R_1hEC94f06zWwhrc,9,Ergon,2019,September,12+ years,Baby Boomer (born between 1946 - 1965),Operations,NA,NA,NA,Listening to the ideas and questions that we have and providing feed back on them.
R_qPZ5DBfgek7mPfP,9,Ergon,2019,September,8-12 years,Baby Boomer (born between 1946 - 1965),NA,NA,NA,NA,Involve local leadership in changes corporate initiates
R_XSnV6WZnJYIonAd,8,Ergon,2019,September,12+ years,Generation X  (born between 1966 - 1980),Operations,NA,NA,NA,"Modify existing equipment as necessary to widen the range of crude oils that can be purchased, delivered, and successfully processed without jeopardizing safety and environmental impact."
R_3Gk9QGcRiQ6wCIn,10,Ergon,2019,September,8-12 years,Generation Y (born between 1981 - 2000),Finance + Accounting,NA,NA,NA,Simply the business into clear objectives that everyone can work to execute.
R_8BAvss1a3xvqBW1,10,Ergon,2019,September,12+ years,Baby Boomer (born between 1946 - 1965),Operations,NA,NA,NA,"more workers in oilmovements so more then one person is watching all the tank farms, both departments of the lab need 24 hour employee coverage for saftey issues and get units answers faster during unit upsets. employee in first aid need to be allowed to go into units and tank farms to be familiar where everything is located.  This will help during emergency situations instead of some first aid personal being located in a building on property only"
R_1eRkeNAT0J0tUvU,10,Ergon,2019,September,1-4 years,Baby Boomer (born between 1946 - 1965),Sales + Marketing,NA,NA,NA,advances in information technology
R_1kM6EkzGHCfLGFN,9,Ergon,2019,September,8-12 years,Baby Boomer (born between 1946 - 1965),Operations,NA,NA,NA,"Communication, Communication, Communication,"
R_3DcgLmVZB0Yb3zS,9,Ergon,2019,September,12+ years,Generation X  (born between 1966 - 1980),Operations,NA,NA,NA,respect all peoples opinion because not everybodys right.
R_3ygQohPGdg7hMit,8,Ergon,2019,September,Less than a year,Generation X  (born between 1966 - 1980),Sales + Marketing,NA,NA,NA,improved communication
R_1DVcc6nyBjdKYOB,8,Ergon,2019,September,4-8 years,Generation Y (born between 1981 - 2000),Operations,NA,NA,NA,"Actively training successors and low/mid-level leaders, which is already in the works."
R_1q8TSgycH7QdjbC,8,Ergon,2019,September,12+ years,Baby Boomer (born between 1946 - 1965),Finance + Accounting,NA,NA,NA,That the sons and grandchildren are still carrying on in Mr. Lampton's footsteps.
R_308gMExiiXGLjsS,8,Ergon,2019,September,12+ years,Generation Y (born between 1981 - 2000),Operations,NA,NA,NA,Expectations and accountability
R_yxBmo7bV7LSGlDH,6,Ergon,2019,September,8-12 years,Generation Y (born between 1981 - 2000),Operations,NA,NA,NA,Team Building
R_cOagcYs4NdDlrY5,10,Ergon,2019,September,12+ years,Generation X  (born between 1966 - 1980),Operations,NA,NA,NA,"The organization is constantly moving toward a brighter future. Something to me that has always shown a positive impact is showing the ""little man"", the guys that are in the fields and plants working nights, weekends, and holidays away from their families that they are appreciated."
R_1g1GHhs5Mf23ie4,9,Ergon,2019,September,1-4 years,Generation X  (born between 1966 - 1980),Finance + Accounting,NA,NA,NA,"Establish clear measurable goals and increase the accountability for delivery of results.  In order to achieve the vision of this company, we need to be more deliberate about achieving measurable objectives in my opinion."
R_10OSCcfvYuTNIGC,10,Ergon,2019,September,12+ years,Generation X  (born between 1966 - 1980),Operations,NA,NA,NA,Safety awareness being raised will help stop the relaxed day to day operations that many get complacent with
R_1lB7USrtavwpHBI,10,Ergon,2019,September,12+ years,Generation X  (born between 1966 - 1980),NA,NA,NA,NA,"Alignment of individuals with the feeling of team with common goals, direction, processes and systems, and common good. Distribution of leadership to the masses...leading where you are."
